word,id
golf,935
23,936
indonesia,937
millions,938
sources,939
based,940
director,941
gain,942
travel,943
gives,944
minnesota,945
aug,946
plane,947
2003,948
remain,949
airport,950
middle,951
camp,952
ford,953
mike,954
cleric,955
file,956
forward,957
opened,958
steve,959
taiwan,960
evidence,961
decline,962
voters,963
debut,964
break,965
card,966
received,967
hand,968
position,969
rocket,970
falls,971
guilty,972
continues,973
save,974
chelsea,975
crash,976
join,977
seek,978
special,979
suspended,980
homes,981
kashmir,982
funds,983
having,984
raise,985
seeking,986
summer,987
tennis,988
appeal,989
huge,990
remains,991
virginia,992
advanced,993
know,994
touchdown,995
dispute,996
justice,997
leads,998
supreme,999
moves,1000
course,1001
settlement,1002
explosion,1003
able,1004
watch,1005
code,1006
streak,1007
banks,1008
device,1009
tiger,1010
confidence,1011
acquisition,1012
hurt,1013
july,1014
minutes,1015
proposed,1016
deficit,1017
light,1018
cardinals,1019
january,1020
standard,1021
turkey,1022
draw,1023
expects,1024
howard,1025
stage,1026
files,1027
level,1028
mexico,1029
newsfactor,1030
parliament,1031
row,1032
toll,1033
dutch,1034
pace,1035
statement,1036
futures,1037
mars,1038
worries,1039
played,1040
protection,1041
sanctions,1042
avoid,1043
karzai,1044
itunes,1045
leaving,1046
committee,1047
talk,1048
playoff,1049
nextel,1050
classic,1051
interim,1052
started,1053
concern,1054
powell,1055
ruled,1056
slow,1057
missile,1058
potential,1059
senate,1060
winner,1061
plant,1062
forced,1063
form,1064
organization,1065
spanish,1066
supplies,1067
term,1068
hollywood,1069
servers,1070
needs,1071
threatened,1072
jump,1073
rest,1074
zealand,1075
chain,1076
flu,1077
spot,1078
commercial,1079
fed,1080
beating,1081
dec,1082
fifth,1083
korean,1084
masters,1085
rejected,1086
yen,1087
memory,1088
total,1089
tough,1090
offered,1091
wanted,1092
dropped,1093
science,1094
send,1095
boss,1096
entertainment,1097
formula,1098
newspaper,1099
questions,1100
suit,1101
targets,1102
buying,1103
electronic,1104
ends,1105
host,1106
60,1107
slightly,1108
aircraft,1109
application,1110
kabul,1111
warner,1112
citing,1113
firefox,1114
king,1115
review,1116
stewart,1117
prix,1118
sharply,1119
proposal,1120
hong,1121
movie,1122
returned,1123
carrier,1124
scandal,1125
orders,1126
provider,1127
success,1128
26,1129
illegal,1130
initial,1131
kong,1132
opensource,1133
ukraine,1134
james,1135
mac,1136
ending,1137
nigeria,1138
panel,1139
tonight,1140
inning,1141
poor,1142
agree,1143
heavy,1144
result,1145
think,1146
thought,1147
tool,1148
develop,1149
shopping,1150
pcs,1151
rule,1152
shareholders,1153
ivory,1154
eagles,1155
range,1156
ohio,1157
border,1158
carolina,1159
inflation,1160
jose,1161
oakland,1162
question,1163
care,1164
embassy,1165
sector,1166
lose,1167
ministry,1168
terrorist,1169
bombs,1170
haiti,1171
patriots,1172
problem,1173
recently,1174
tools,1175
mortgage,1176
relief,1177
weather,1178
200,1179
egypt,1180
virus,1181
brought,1182
eastern,1183
negotiations,1184
500,1185
auto,1186
met,1187
protest,1188
sending,1189
hoping,1190
spacecraft,1191
tests,1192
venture,1193
progress,1194
uranium,1195
abu,1196
bombing,1197
hockey,1198
surgery,1199
candidate,1200
edge,1201
nyse,1202
merck,1203
premier,1204
arms,1205
irish,1206
michigan,1207
28,1208
delay,1209
issued,1210
needed,1211
single,1212
striker,1213
joint,1214
makers,1215
names,1216
wifi,1217
worldwide,1218
begins,1219
crew,1220
dolphins,1221
hamas,1222
thailand,1223
cable,1224
christmas,1225
kept,1226
ariel,1227
don,1228
features,1229
flat,1230
passes,1231
secure,1232
training,1233
closed,1234
mass,1235
pension,1236
xp,1237
cards,1238
de,1239
intelligence,1240
strategy,1241
pass,1242
planning,1243
31,1244
62,1245
deadline,1246
27,1247
consecutive,1248
figures,1249
unveils,1250
programs,1251
raises,1252
scheduled,1253
kansas,1254
film,1255
impact,1256
calling,1257
ties,1258
assault,1259
eyes,1260
hostile,1261
lawsuits,1262
buys,1263
controversial,1264
mets,1265
63,1266
important,1267
base,1268
developed,1269
nba,1270
output,1271
attorney,1272
recovery,1273
act,1274
announce,1275
lift,1276
practice,1277
ball,1278
march,1279
pakistani,1280
saudi,1281
enron,1282
improve,1283
innings,1284
mixed,1285
reduce,1286
revealed,1287
caused,1288
damage,1289
expand,1290
soldier,1291
angels,1292
dallas,1293
heat,1294
longer,1295
operation,1296
published,1297
approval,1298
content,1299
cubs,1300
instead,1301
marketing,1302
parts,1303
ebay,1304
novell,1305
struggling,1306
things,1307
civil,1308
facing,1309
martin,1310
threw,1311
blow,1312
surprise,1313
afternoon,1314
jail,1315
jerusalem,1316
vioxx,1317
weak,1318
advertising,1319
producer,1320
greek,1321
motor,1322
retailers,1323
troubled,1324
struck,1325
sharp,1326
trip,1327
estimates,1328
ordered,1329
saw,1330
climate,1331
federer,1332
details,1333
helping,1334
member,1335
protect,1336
rain,1337
airbus,1338
cleveland,1339
manufacturing,1340
alliance,1341
express,1342
surge,1343
victims,1344
summit,1345
auction,1346
daily,1347
block,1348
goals,1349
hotel,1350
finds,1351
massive,1352
operator,1353
pulled,1354
bears,1355
delhi,1356
pittsburgh,1357
previous,1358
republican,1359
trophy,1360
400,1361
nikkei,1362
nintendo,1363
voting,1364
zone,1365
antitrust,1366
musharraf,1367
worst,1368
arizona,1369
image,1370
ministers,1371
terms,1372
29,1373
cause,1374
introduced,1375
machines,1376
photo,1377
deadly,1378
different,1379
fla,1380
patent,1381
showing,1382
armed,1383
owner,1384
probably,1385
processor,1386
sydney,1387
bird,1388
warming,1389
appeared,1390
complete,1391
demands,1392
finish,1393
flights,1394
hot,1395
saddam,1396
advance,1397
live,1398
moving,1399
beginning,1400
consider,1401
domestic,1402
highest,1403
opens,1404
positive,1405
arab,1406
arrest,1407
community,1408
puts,1409
replace,1410
budget,1411
falling,1412
liverpool,1413
numbers,1414
rangers,1415
room,1416
check,1417
eye,1418
fast,1419
holds,1420
industrial,1421
murder,1422
notre,1423
plc,1424
knee,1425
ran,1426
returns,1427
species,1428
spent,1429
touchdowns,1430
dame,1431
download,1432
extended,1433
passed,1434
pitcher,1435
verizon,1436
benefits,1437
developing,1438
inside,1439
semiconductor,1440
stars,1441
royal,1442
tom,1443
discuss,1444
easy,1445
hurricanes,1446
racing,1447
tehran,1448
adds,1449
aims,1450
critical,1451
highs,1452
iraqis,1453
arrived,1454
broke,1455
expansion,1456
opener,1457
tim,1458
wo,1459
believe,1460
fannie,1461
discovered,1462
extend,1463
threats,1464
cingular,1465
partners,1466
platform,1467
com,1468
decades,1469
fiscal,1470
land,1471
period,1472
records,1473
roger,1474
vladimir,1475
cars,1476
polls,1477
utah,1478
expos,1479
remained,1480
students,1481
typhoon,1482
unions,1483
falluja,1484
seconds,1485
announces,1486
appears,1487
diego,1488
dodgers,1489
jason,1490
paid,1491
semifinals,1492
bryant,1493
clash,1494
dvd,1495
urges,1496
vice,1497
2000,1498
message,1499
microsystems,1500
miles,1501
view,1502
annan,1503
ask,1504
assets,1505
cancer,1506
handheld,1507
virgin,1508
filing,1509
colin,1510
criminal,1511
historic,1512
resume,1513
award,1514
conflict,1515
corporation,1516
tried,1517
value,1518
holdings,1519
indonesian,1520
residents,1521
forecasts,1522
portable,1523
sea,1524
session,1525
upset,1526
associated,1527
doctors,1528
owners,1529
samsung,1530
steps,1531
votes,1532
exports,1533
mozilla,1534
testing,1535
traders,1536
province,1537
stand,1538
beats,1539
decade,1540
leaves,1541
reportedly,1542
jakarta,1543
republic,1544
shuttle,1545
treasury,1546
defence,1547
format,1548
montreal,1549
35,1550
sport,1551
thanks,1552
announcement,1553
banking,1554
deals,1555
defensive,1556
georgia,1557
hewitt,1558
raising,1559
sudanese,1560
wounding,1561
cabinet,1562
heating,1563
offense,1564
options,1565
resolution,1566
starts,1567
tigers,1568
baltimore,1569
blasts,1570
delayed,1571
dozens,1572
driver,1573
exploded,1574
gulf,1575
telephone,1576
watchdog,1577
purchase,1578
rookie,1579
witnesses,1580
bills,1581
explorer,1582
greenspan,1583
managers,1584
manning,1585
add,1586
date,1587
income,1588
qualifying,1589
tomorrow,1590
freed,1591
gates,1592
halt,1593
toshiba,1594
upgrade,1595
colorado,1596
hat,1597
strikes,1598
twice,1599
backs,1600
coalition,1601
oklahoma,1602
allegations,1603
motors,1604
roddick,1605
wrap,1606
index,1607
mae,1608
suffered,1609
areas,1610
associates,1611
braves,1612
hewlettpackard,1613
allowed,1614
appeals,1615
candidates,1616
defending,1617
hands,1618
levels,1619
theft,1620
built,1621
computing,1622
wide,1623
2002,1624
display,1625
english,1626
jet,1627
story,1628
smith,1629
considering,1630
living,1631
score,1632
thing,1633
train,1634
design,1635
grew,1636
headed,1637
rare,1638
scores,1639
sri,1640
treatment,1641
crucial,1642
currency,1643
pack,1644
traffic,1645
closing,1646
lawyers,1647
wake,1648
2001,1649
convention,1650
crowd,1651
enrichment,1652
faster,1653
hearing,1654
keeps,1655
pull,1656
richard,1657
ways,1658
emergency,1659
gunmen,1660
homer,1661
marsh,1662
rejects,1663
interview,1664
pm,1665
bodies,1666
ease,1667
june,1668
bangladesh,1669
highspeed,1670
common,1671
goods,1672
rockets,1673
sex,1674
shiite,1675
standards,1676
tennessee,1677
atomic,1678
bin,1679
expect,1680
java,1681
package,1682
twins,1683
wrong,1684
allows,1685
deaths,1686
delays,1687
disease,1688
nortel,1689
pact,1690
turns,1691
retirement,1692
steel,1693
wales,1694
agrees,1695
anaheim,1696
familiar,1697
linked,1698
philippines,1699
prosecutors,1700
enter,1701
martha,1702
saturn,1703
successful,1704
supercomputer,1705
sure,1706
allawi,1707
lot,1708
piracy,1709
releases,1710
strength,1711
syria,1712
wild,1713
bus,1714
links,1715
suspects,1716
cities,1717
marathon,1718
partnership,1719
spyware,1720
telecommunications,1721
tie,1722
cuba,1723
fear,1724
investor,1725
titan,1726
completed,1727
created,1728
customer,1729
decide,1730
declared,1731
independent,1732
developer,1733
dies,1734
edition,1735
quit,1736
brussels,1737
changed,1738
related,1739
sen,1740
voice,1741
wife,1742
abuse,1743
amd,1744
bell,1745
images,1746
pair,1747
quickly,1748
approach,1749
charles,1750
conditions,1751
finished,1752
grow,1753
la,1754
missed,1755
request,1756
shut,1757
telecom,1758
adding,1759
arm,1760
beckham,1761
draft,1762
majority,1763
matter,1764
planet,1765
prepared,1766
preparing,1767
rock,1768
son,1769
documents,1770
fastest,1771
helps,1772
previously,1773
activity,1774
bringing,1775
denied,1776
generation,1777
jumped,1778
apparently,1779
regional,1780
veteran,1781
withdrawal,1782
analyst,1783
didn,1784
looked,1785
model,1786
overtime,1787
raid,1788
nhl,1789
putting,1790
book,1791
district,1792
notebook,1793
partner,1794
redskins,1795
terrorists,1796
ad,1797
agent,1798
bombings,1799
bought,1800
cents,1801
century,1802
direct,1803
heads,1804
speculation,1805
voted,1806
zimbabwe,1807
andy,1808
include,1809
joined,1810
lineup,1811
magazine,1812
micro,1813
parties,1814
plus,1815
prisoners,1816
ship,1817
sp2,1818
extra,1819
hall,1820
hamm,1821
kidnappers,1822
pacific,1823
schilling,1824
sixth,1825
sought,1826
word,1827
books,1828
gone,1829
priority,1830
sells,1831
certain,1832
prince,1833
tops,1834
van,1835
age,1836
alan,1837
jury,1838
nigerian,1839
pick,1840
reform,1841
turning,1842
upcoming,1843
worm,1844
championships,1845
commissioner,1846
donald,1847
increases,1848
setting,1849
significant,1850
alex,1851
chase,1852
governor,1853
opportunity,1854
plot,1855
finding,1856
hamid,1857
includes,1858
pacers,1859
response,1860
tiny,1861
wait,1862
breaks,1863
cutting,1864
directors,1865
indiana,1866
martinez,1867
picture,1868
plays,1869
receiver,1870
resigned,1871
rooney,1872
shooting,1873
smaller,1874
auburn,1875
chart,1876
msn,1877
opec,1878
withdraw,1879
barry,1880
believed,1881
boosted,1882
chiefs,1883
mutual,1884
nets,1885
property,1886
300,1887
ads,1888
breaking,1889
clashes,1890
earthquake,1891
frances,1892
hole,1893
ravens,1894
scotland,1895
smart,1896
vodafone,1897
believes,1898
comments,1899
denver,1900
extension,1901
involved,1902
keeping,1903
kevin,1904
laden,1905
lanka,1906
secret,1907
stem,1908
unbeaten,1909
41,1910
crashed,1911
deep,1912
improved,1913
jeff,1914
phelps,1915
61,1916
bomber,1917
disaster,1918
hussein,1919
pedro,1920
activities,1921
blood,1922
drops,1923
effect,1924
fine,1925
mount,1926
seoul,1927
tries,1928
update1,1929
carrying,1930
die,1931
doesn,1932
hills,1933
lawmakers,1934
recall,1935
sir,1936
solution,1937
supporters,1938
chris,1939
commerce,1940
natural,1941
newcastle,1942
option,1943
congo,1944
copyright,1945
islamabad,1946
movies,1947
schedule,1948
seventh,1949
tampa,1950
ziff,1951
allegedly,1952
berlin,1953
dream,1954
failure,1955
indianapolis,1956
rescue,1957
bigley,1958
broken,1959
camera,1960
colts,1961
democracy,1962
robert,1963
shift,1964
tight,1965
trouble,1966
turkish,1967
comeback,1968
forest,1969
lions,1970
milan,1971
nationwide,1972
rebounds,1973
sentenced,1974
slide,1975
32,1976
agencies,1977
argentina,1978
child,1979
database,1980
drives,1981
hardware,1982
lows,1983
speech,1984
venezuela,1985
wave,1986
matches,1987
website,1988
begun,1989
fields,1990
heading,1991
inquiry,1992
ninth,1993
officers,1994
wenger,1995
75,1996
attention,1997
poised,1998
pro,1999
spend,2000
super,2001
accept,2002
beta,2003
citigroup,2004
continuing,2005
county,2006
craig,2007
entered,2008
lewis,2009
link,2010
patch,2011
pushed,2012
reason,2013
surged,2014
taliban,2015
carlos,2016
coup,2017
solid,2018
crimes,2019
fees,2020
labour,2021
packers,2022
flash,2023
leadership,2024
nascar,2025
remote,2026
steelers,2027
80,2028
admitted,2029
deliver,2030
motion,2031
ottawa,2032
ag,2033
limited,2034
motorola,2035
sues,2036
advantage,2037
doubt,2038
nobel,2039
renewed,2040
unlikely,2041
vehicle,2042
alive,2043
perfect,2044
planes,2045
shock,2046
asks,2047
lives,2048
pitch,2049
remaining,2050
schools,2051
separate,2052
shrine,2053
sides,2054
situation,2055
social,2056
sued,2057
works,2058
confident,2059
flaw,2060
investigating,2061
morgan,2062
os,2063
premiership,2064
promised,2065
scoring,2066
words,2067
cassini,2068
cincinnati,2069
cold,2070
cooperation,2071
holy,2072
immediately,2073
malaysia,2074
radical,2075
sweep,2076
choice,2077
handed,2078
housing,2079
increasingly,2080
deputy,2081
joins,2082
laws,2083
overnight,2084
swiss,2085
tackle,2086
love,2087
roundup,2088
soaring,2089
voip,2090
caught,2091
journal,2092
person,2093
vendors,2094
wayne,2095
76,2096
declined,2097
lack,2098
myanmar,2099
atlantic,2100
chances,2101
criticism,2102
disappointing,2103
feature,2104
governments,2105
kmart,2106
miller,2107
violent,2108
adobe,2109
athletics,2110
capacity,2111
carter,2112
jan,2113
launching,2114
challenges,2115
compete,2116
construction,2117
cool,2118
els,2119
fish,2120
jackson,2121
joe,2122
lawyer,2123
restructuring,2124
acquired,2125
eighth,2126
evening,2127
ice,2128
refugee,2129
safe,2130
status,2131
threatens,2132
vehicles,2133
authority,2134
banned,2135
beach,2136
greater,2137
hear,2138
parent,2139
scientific,2140
seed,2141
songs,2142
aim,2143
attacked,2144
bids,2145
increasing,2146
iranian,2147
jewish,2148
jobless,2149
patients,2150
preliminary,2151
suspect,2152
technical,2153
traditional,2154
units,2155
captured,2156
edwards,2157
gary,2158
golden,2159
kodak,2160
overall,2161
placed,2162
recording,2163
ring,2164
sharapova,2165
waiting,2166
egyptian,2167
era,2168
vendor,2169
vowed,2170
70,2171
anniversary,2172
boy,2173
claiming,2174
officially,2175
sharing,2176
steady,2177
widely,2178
49,2179
55,2180
chechen,2181
explosives,2182
hackers,2183
idea,2184
jr,2185
means,2186
reporting,2187
ticker,2188
vows,2189
worker,2190
allowing,2191
backed,2192
convicted,2193
lebanon,2194
machine,2195
postseason,2196
prevent,2197
pt,2198
seized,2199
briefly,2200
difficult,2201
instant,2202
jacques,2203
kobe,2204
marines,2205
protocol,2206
resources,2207
shipping,2208
solar,2209
spammers,2210
studios,2211
barcelona,2212
collapse,2213
jeanne,2214
paper,2215
relations,2216
size,2217
stronger,2218
54,2219
address,2220
defeated,2221
developers,2222
militia,2223
mr,2224
qaeda,2225
sears,2226
vienna,2227
alsadr,2228
appear,2229
brian,2230
carry,2231
events,2232
hike,2233
lifted,2234
passenger,2235
rallied,2236
shots,2237
similar,2238
sue,2239
democrats,2240
legislation,2241
spitzer,2242
65,2243
brand,2244
denies,2245
hunt,2246
mp3,2247
navy,2248
reaches,2249
streets,2250
agassi,2251
alert,2252
blockbuster,2253
catch,2254
channel,2255
contracts,2256
edged,2257
lee,2258
pfizer,2259
playoffs,2260
summary,2261
account,2262
ancient,2263
bit,2264
centre,2265
injuries,2266
jailed,2267
mosque,2268
vijay,2269
larry,2270
pga,2271
threatening,2272
walt,2273
broker,2274
entire,2275
infoworld,2276
jersey,2277
kind,2278
promises,2279
refused,2280
struggle,2281
vietnam,2282
critics,2283
gordon,2284
improving,2285
measures,2286
symantec,2287
vaccine,2288
ability,2289
brazilian,2290
dangerous,2291
expressed,2292
extends,2293
messaging,2294
professional,2295
providers,2296
climb,2297
dramatic,2298
gap,2299
halliburton,2300
longterm,2301
loses,2302
mariners,2303
networking,2304
pervez,2305
prepare,2306
tell,2307
titans,2308
viruses,2309
broadcast,2310
gaming,2311
virtual,2312
genesis,2313
involving,2314
isn,2315
ongoing,2316
processors,2317
split,2318
taxes,2319
user,2320
capsule,2321
eased,2322
failing,2323
jordan,2324
messages,2325
orleans,2326
shoppers,2327
slam,2328
51,2329
arctic,2330
considered,2331
creating,2332
doubled,2333
expands,2334
foods,2335
preseason,2336
pushing,2337
ankle,2338
frank,2339
sadr,2340
signing,2341
thomas,2342
benefit,2343
chile,2344
civilians,2345
emerged,2346
founder,2347
picked,2348
pistons,2349
ron,2350
siege,2351
browns,2352
drove,2353
education,2354
lay,2355
screen,2356
slip,2357
spread,2358
announcing,2359
dismissed,2360
electric,2361
factory,2362
identity,2363
internal,2364
manufacturer,2365
possibly,2366
seasons,2367
tied,2368
winds,2369
blackberry,2370
driven,2371
fix,2372
henman,2373
mayor,2374
photos,2375
practices,2376
prove,2377
quarterfinals,2378
ranking,2379
scott,2380
arthritis,2381
class,2382
fourthquarter,2383
nt,2384
outsourcing,2385
pole,2386
serena,2387
southeast,2388
chirac,2389
colombia,2390
driving,2391
father,2392
fighters,2393
journalists,2394
nepal,2395
preview,2396
resigns,2397
thai,2398
amazon,2399
approves,2400
backing,2401
core,2402
doping,2403
drivers,2404
el,2405
faced,2406
fly,2407
friends,2408
girl,2409
graphics,2410
lockout,2411
pictures,2412
resolve,2413
